iter	Logloss
400	0.02706036528
401	0.02688803793
402	0.02678429838
403	0.02673587717
404	0.02662814735
405	0.02649246577
406	0.02645783842
407	0.02635706518
408	0.02624830491
409	0.02614422475
410	0.0260635318
411	0.0259772595
412	0.02590516014
413	0.02581164244
414	0.02574795178
415	0.02568185363
416	0.02559479465
417	0.02551392743
418	0.0254280585
419	0.02538424244
420	0.02528084195
421	0.02518310128
422	0.025091815
423	0.02502195703
424	0.02488595144
425	0.02484491432
426	0.02473785972
427	0.02461351179
428	0.02453816929
429	0.02441146422
430	0.02428842987
431	0.02417586734
432	0.02410254406
433	0.02403601002
434	0.02399067984
435	0.02393452171
436	0.02379747281
437	0.02375026875
438	0.02362068174
439	0.0235205809
440	0.02348768552
441	0.0234245082
442	0.02325637002
443	0.02316991636
444	0.02305929935
445	0.02298071718
446	0.02285676864
447	0.02276242277
448	0.02269367776
449	0.02265109933
450	0.02255290854
451	0.02248766412
452	0.02240893211
453	0.02236702579
454	0.02229368053
455	0.02215400211
456	0.02211973033
457	0.02203363832
458	0.02198302686
459	0.02191524822
460	0.0217964509
461	0.02174188654
462	0.02165895891
463	0.02154706264
464	0.02141050798
465	0.02134283506
466	0.02125358369
467	0.02113424828
468	0.02107365283
469	0.02102804083
470	0.02091878814
471	0.02086308155
472	0.02079644576
473	0.02073935422
474	0.02067903552
475	0.0206277255
476	0.02054260472
477	0.02047341307
478	0.02040285484
479	0.0203335417
480	0.0202763333
481	0.02024193107
482	0.02016494403
483	0.02006227642
484	0.01998222207
485	0.01993300762
486	0.01987068148
487	0.01979156024
488	0.01976576504
489	0.01965711356
490	0.01958464021
491	0.01948876344
492	0.01941467846
493	0.01935786358
494	0.01932009851
495	0.01920778896
496	0.01917036455
497	0.01911601045
498	0.01908212943
499	0.019005624
500	0.01896191309
501	0.01891577196
502	0.01886300588
503	0.01882873462
504	0.0187546155
505	0.01868787658
506	0.01866878305
507	0.01862038568
508	0.01855527201
509	0.01850925316
510	0.01846839687
511	0.01840999458
512	0.01835889416
513	0.01830870001
514	0.01826940571
515	0.01821116047
516	0.01818178898
517	0.01814314644
518	0.01807710936
519	0.01800232541
520	0.01791281699
521	0.01787764786
522	0.0178466402
523	0.01776134069
524	0.01770177323
525	0.01758664786
526	0.01754180973
527	0.01747744745
528	0.01738314875
529	0.01730854278
530	0.01723429393
531	0.01719803181
532	0.01715681869
533	0.01709280646
534	0.0170448787
535	0.01699125815
536	0.01693896466
537	0.01689577139
538	0.01687907641
539	0.01682143136
540	0.01678574539
541	0.01674049726
542	0.01671796609
543	0.01664726399
544	0.01658466847
545	0.0165240245
546	0.01648377455
547	0.01640683948
548	0.01636834307
549	0.01627580405
550	0.01624079324
551	0.01618968114
552	0.01615214212
553	0.0161109743
554	0.01605650226
555	0.01603568158
556	0.0160058803
557	0.01599370471
558	0.01595083375
559	0.01587942022
560	0.0158472023
561	0.0158026921
562	0.01577222494
563	0.01575707145
564	0.01573660203
565	0.01567316636
566	0.01563923586
567	0.01557760781
568	0.01551278995
569	0.01546980642
570	0.01543050726
571	0.01538451577
572	0.01534084359
573	0.01526961008
574	0.0152220197
575	0.01519082892
576	0.01515484782
577	0.01514214187
578	0.01508322644
579	0.01505785808
580	0.01499594687
581	0.0149162971
582	0.01479870446
583	0.01475410375
584	0.01469025268
585	0.01462765964
586	0.01457772596
587	0.01453513187
588	0.01450119842
589	0.01446129819
590	0.01440118629
591	0.01436210523
592	0.01429418789
593	0.01428066871
594	0.01424033043
595	0.01417624051
596	0.01412676537
597	0.01408492811
598	0.01402103423
599	0.01399562368
600	0.01398064785
601	0.01394513325
602	0.01388268905
603	0.01385518044
604	0.01384383354
605	0.01379467681
606	0.01373207275
607	0.01370165722
608	0.01365827925
609	0.01362872294
610	0.01359762033
611	0.01352158881
612	0.0134558178
613	0.01340334645
614	0.01336351832
615	0.01331982829
616	0.01329003444
617	0.01327244731
618	0.01324926196
619	0.01320914956
620	0.01319598234
621	0.01314557385
622	0.01311623866
623	0.01309147746
624	0.01304989723
625	0.01301931322
626	0.01298177581
627	0.0129315822
628	0.01292689633
629	0.01288076238
630	0.01283016267
631	0.01282309843
632	0.01277866706
633	0.01274996668
634	0.01273138879
635	0.01269415558
636	0.01264525344
637	0.01258929113
638	0.01255574893
639	0.01252119737
640	0.01247990745
641	0.01245257083
642	0.01240464946
643	0.01236022334
644	0.01231415803
645	0.01228062958
646	0.01227188015
647	0.0122279129
648	0.01217475307
649	0.012147694
650	0.01210619598
651	0.01207598092
652	0.01205878124
653	0.01201761495
654	0.01193978713
655	0.01188143979
656	0.01184436535
657	0.01180347353
658	0.01180065428
659	0.01176925625
660	0.01172295952
661	0.01166557017
662	0.0116150139
663	0.0115837987
664	0.01152228606
665	0.01149264295
666	0.011458048
667	0.0114250159
668	0.01141141869
669	0.01137030741
670	0.01130877299
671	0.01129724232
672	0.01126885097
673	0.01124844187
674	0.01121242734
675	0.01119790901
676	0.01115864886
677	0.01112512319
678	0.01110562716
679	0.01107638731
680	0.01106347999
681	0.01103843439
682	0.0110147934
683	0.01099834937
684	0.0109539094
685	0.01093292618
686	0.01090629094
687	0.0108881208
688	0.01085909461
689	0.01083313056
690	0.01080628219
691	0.01077679203
692	0.01075227926
693	0.01072679265
694	0.0106946351
695	0.01066122717
696	0.01063925472
697	0.01061194703
698	0.01058677589
699	0.01054974316
700	0.01052891424
701	0.01048980377
702	0.01048439762
703	0.01046596432
704	0.01045606181
705	0.01042942595
706	0.0103890574
707	0.01035452362
708	0.01033242825
709	0.01031097557
710	0.01029000609
711	0.01026294456
712	0.01023080429
713	0.01021113689
714	0.01017261808
715	0.01015497141
716	0.01013321348
717	0.01012287346
718	0.01008216636
719	0.0100503959
720	0.01002399544
721	0.009997490945
722	0.009960444844
723	0.009924478652
724	0.00989921621
725	0.009874351275
726	0.009854856835
727	0.009833231666
728	0.009796089284
729	0.009776981925
730	0.009763404639
731	0.00973213614
732	0.009717611129
733	0.009681888233
734	0.009649258483
735	0.009623863221
736	0.009602702861
737	0.009577506252
738	0.009556614852
739	0.00953749384
740	0.009498314554
741	0.009480453731
742	0.009467969487
743	0.009444404317
744	0.009424128453
745	0.009387617283
746	0.009369269348
747	0.009343893598
748	0.009338674884
749	0.009316974955
750	0.009301409432
751	0.009276116639
752	0.00926881344
753	0.009256712646
754	0.009221971833
755	0.00919705425
756	0.009185626181
757	0.009159470609
758	0.009143358845
759	0.009131290861
760	0.009103209671
761	0.009091856258
762	0.00907703838
763	0.009048158171
764	0.009019957972
765	0.008980333773
766	0.008966119523
767	0.008922350411
768	0.008893730556
769	0.008876449577
770	0.00887032371
771	0.008845162772
772	0.00882248639
773	0.008810648371
774	0.008787986998
775	0.008771513751
776	0.008750987371
777	0.008736421249
778	0.008692438479
779	0.008683625421
780	0.008656999994
781	0.008644144396
782	0.008612009893
783	0.008595186806
784	0.008589842563
785	0.008578140899
786	0.008551702468
787	0.008526952163
788	0.008511312252
789	0.008500230482
790	0.008480964017
791	0.008473707751
792	0.008453272813
793	0.008434253709
794	0.008408389964
795	0.008368908562
796	0.008359920051
797	0.008328013077
798	0.008314534564
799	0.008285830218
800	0.008269523409
801	0.008249263169
802	0.00823234104
803	0.008200230428
804	0.008196933173
805	0.008183787736
806	0.00816773142
807	0.008151397136
808	0.008140789373
809	0.00812240301
810	0.008109456768
811	0.008099441858
812	0.008081566457
813	0.008043879204
814	0.008030704629
815	0.008006378267
816	0.007982832138
817	0.007965233472
818	0.007961972681
819	0.007948825391
820	0.00791979434
821	0.00790387798
822	0.007888126482
823	0.007880907598
824	0.007864324986
825	0.007845686974
826	0.007823139211
827	0.007816670067
828	0.007809609985
829	0.007795470777
830	0.007774582147
831	0.007766972056
832	0.00775862912
833	0.007732970153
834	0.007721818047
835	0.00770538776
836	0.007677639733
837	0.007666506495
838	0.007644253267
839	0.007625437068
840	0.007616474642
841	0.007607002078
842	0.007602033266
843	0.00758368402
844	0.007563636749
845	0.007555268729
846	0.007530319095
847	0.007517295709
848	0.007499502847
849	0.007486169269
850	0.007474087141
851	0.007458190964
852	0.007442427357
853	0.007434115675
854	0.007417639597
855	0.007396898266
856	0.007389361062
857	0.007378649855
858	0.00737517762
859	0.007365688385
860	0.00735215144
861	0.007336572695
862	0.007316836432
863	0.00729447071
864	0.007278488366
865	0.007251579694
866	0.007240324392
867	0.007224499471
868	0.007212992938
869	0.00719844369
870	0.007190710657
871	0.007164248938
872	0.007157545153
873	0.007137625269
874	0.007126048791
875	0.007117461983
876	0.007105914693
877	0.007079343448
878	0.007070780843
879	0.007061711029
880	0.007043518645
881	0.007026762858
882	0.007017138742
883	0.006995497252
884	0.006984657608
885	0.006973158021
886	0.006969962571
887	0.006965366453
888	0.006961103631
889	0.006951010027
890	0.006940186689
891	0.006922530004
892	0.006917112178
893	0.006896543829
894	0.006887244112
895	0.00686136448
896	0.006853114057
897	0.006843401581
898	0.006834903074
899	0.006824108766
900	0.006814128144
901	0.006794618853
902	0.006780635327
903	0.006763320704
904	0.006750073721
905	0.006735216739
906	0.006726511884
907	0.006723293053
908	0.006711762782
909	0.006703123621
910	0.006693887394
911	0.006686779908
912	0.006679899005
913	0.006671810235
914	0.006658783734
915	0.006655950971
916	0.00664710084
917	0.006638961607
918	0.006621141335
919	0.006609092916
920	0.006597798367
921	0.006586679733
922	0.006579120445
923	0.006560131251
924	0.006552273695
925	0.006542661788
926	0.00652569518
927	0.006514483491
928	0.006500223034
929	0.006490840577
930	0.00648402817
931	0.006477196054
932	0.006471711904
933	0.006459744568
934	0.00644968185
935	0.006442101242
936	0.006435123295
937	0.006433129733
938	0.006422434044
939	0.006415852508
940	0.006413175425
941	0.006406587253
942	0.006398897819
943	0.0063894891
944	0.006382391714
945	0.006363209841
946	0.006360351835
947	0.006352622516
948	0.006332121782
949	0.006321808698
950	0.006314789761
951	0.006304435617
952	0.006297264281
953	0.006289978253
954	0.006281856922
955	0.00627136607
956	0.006262127188
957	0.006259708693
958	0.006252964813
959	0.006245407385
960	0.006242402329
961	0.006227907682
962	0.006218230735
963	0.006211965698
964	0.006203115166
965	0.0061878673
966	0.00617556049
967	0.006159418699
968	0.006145763386
969	0.006136288459
970	0.006122263896
971	0.00611464062
972	0.006105485482
973	0.00610127359
974	0.006084654797
975	0.006078541137
976	0.006074978604
977	0.006061480446
978	0.006050421352
979	0.006037401006
980	0.006033195764
981	0.006018071835
982	0.006012363481
983	0.005998679003
984	0.005992990923
985	0.005985636988
986	0.00597725759
987	0.005974509568
988	0.005959567463
989	0.005953009748
990	0.005943537904
991	0.005941271334
992	0.005938827007
993	0.005935364836
994	0.005921599795
995	0.005913236767
996	0.005900834596
997	0.005885569642
998	0.005874871406
999	0.00586653032
